"ENTREZID","log2FC"
"107987545",5.15967393275044
"80317",5.15967331296041
"50838",5.15967308418226
"8809",5.15967268801064
"286186",5.15953204566432
"8000",5.15874993845566
"23534",5.15810509364457
"340393",5.15641426691814
"653361",5.15282327718955
"24",5.1447725816978
"55286",5.14415578315614
"51002",5.14238676646107
"84620",5.13602979035428
"28926",5.13315350964875
"79924",5.13085627416814
"5959",5.13064476263228
"119395",5.12977498991959
"5888",5.12707341296038
"26267",5.12607461412256
"3559",5.125427007728
"9489",5.12339054255594
"105373509",5.12228424198986
"4070",5.12221544216956
"130888",5.12076721747865
"92960",5.10928466205473
"25907",5.10883767218454
"64750",5.10522158889091
"260294",5.10522049204434
"57211",5.10522002782594
"653653",5.10519541491802
"4642",5.10519533762235
"28907",5.1051949797293
"3908",5.10519426815256
"644660",5.10519393369514
"56903",5.1005959822627
"3590",5.09910292929099
"105369347",5.09778442485971
"84937",5.09311559145874
"9588",5.0919935071269
"151658",5.09193488210305
"55653",5.09118702599905
"720",5.09034593143269
"23531",5.08853348854694
"55803",5.08809331543826
"8605",5.08788635601086
"6956",5.08723148766792
"81236",5.08666359304534
"6953",5.08460906674199
"9172",5.08324438672951
"340268",5.07929400598789
"5880",5.07929077190615
"10806",5.0787798612508
"105377372",5.0782944413721
"102724596",5.07579569079279
"57144",5.07413581984313
"28706",5.07297597916572
"4303",5.07144116561044
"8220",5.07029991599424
"58524",5.06940590399891
"164781",5.0688942735976
"56006",5.06344066945905
"23231",5.06343860241951
"8447",5.06218015510623
"9391",5.05659893158406
"1024",5.05574679023661
"5292",5.0555543000224
"101928856",5.05489211079561
"23786",5.05296155307522
"651628",5.05184045167993
"3139",5.04764547218586
"127379687",5.04748128467139
"8862",5.04467702378397
"817",5.04315096360077
